training_error
0.025000000000000022
testing_error
0.033333333333333326
w_of_setosa
0.15469538060468468,-0.3915752519694863,0.7651819374495733,0.3543591751898917
b_of_setosa
support_vector_indices_of_setosa
5.1,3.3,1.7,0.5
4.8,3.4,1.9,0.2
4.5,2.3,1.3,0.3
5.1,3.8,1.9,0.4
5.7,2.6,3.5,1.0
5.0,2.3,3.3,1.0
5.1,2.5,3.0,1.1
w_of_versicolor
0.31134745426972144,1.1712952727853274,-0.37818600047888484,0.5356998178770702
b_of_versicolor
support_vector_indices_of_versicolor
5.0,2.0,3.5,1.0
5.9,3.0,4.2,1.5
6.0,2.2,4.0,1.0
6.1,2.9,4.7,1.4
5.6,2.9,3.6,1.3
6.7,3.1,4.4,1.4
5.6,3.0,4.5,1.5
5.8,2.7,4.1,1.0
6.2,2.2,4.5,1.5
5.6,2.5,3.9,1.1
5.9,3.2,4.8,1.8
6.1,2.8,4.0,1.3
6.3,2.5,4.9,1.5
6.1,2.8,4.7,1.2
6.4,2.9,4.3,1.3
6.6,3.0,4.4,1.4
6.8,2.8,4.8,1.4
6.7,3.0,5.0,1.7
6.0,2.9,4.5,1.5
5.7,2.6,3.5,1.0
5.5,2.4,3.8,1.1
5.5,2.4,3.7,1.0
5.8,2.7,3.9,1.2
6.0,2.7,5.1,1.6
5.4,3.0,4.5,1.5
6.0,3.4,4.5,1.6
6.7,3.1,4.7,1.5
6.3,2.3,4.4,1.3
5.6,3.0,4.1,1.3
5.5,2.5,4.0,1.3
5.5,2.6,4.4,1.2
6.1,3.0,4.6,1.4
5.8,2.6,4.0,1.2
5.0,2.3,3.3,1.0
5.6,2.7,4.2,1.3
5.7,3.0,4.2,1.2
5.7,2.9,4.2,1.3
6.2,2.9,4.3,1.3
5.1,2.5,3.0,1.1
5.7,2.8,4.1,1.3
4.8,3.0,1.4,0.1
4.3,3.0,1.1,0.1
4.8,3.4,1.9,0.2
5.0,3.0,1.6,0.2
4.7,3.2,1.6,0.2
4.8,3.1,1.6,0.2
4.9,3.1,1.5,0.1
4.9,3.1,1.5,0.1
4.4,3.0,1.3,0.2
4.5,2.3,1.3,0.3
4.4,3.2,1.3,0.2
4.8,3.0,1.4,0.3
4.6,3.2,1.4,0.2
6.4,2.7,5.3,1.9
6.8,3.0,5.5,2.1
5.7,2.5,5.0,2.0
5.8,2.8,5.1,2.4
6.5,3.0,5.5,1.8
7.7,2.6,6.9,2.3
6.0,2.2,5.0,1.5
5.6,2.8,4.9,2.0
7.7,2.8,6.7,2.0
6.3,2.7,4.9,1.8
7.2,3.2,6.0,1.8
6.2,2.8,4.8,1.8
6.1,3.0,4.9,1.8
6.4,2.8,5.6,2.1
7.2,3.0,5.8,1.6
7.4,2.8,6.1,1.9
6.4,2.8,5.6,2.2
6.3,2.8,5.1,1.5
6.1,2.6,5.6,1.4
7.7,3.0,6.1,2.3
6.4,3.1,5.5,1.8
6.0,3.0,4.8,1.8
6.9,3.1,5.4,2.1
5.8,2.7,5.1,1.9
6.7,3.0,5.2,2.3
6.3,2.5,5.0,1.9
6.5,3.0,5.2,2.0
5.9,3.0,5.1,1.8
w_of_virginica
0.07164491211993562,0.23999999999999844,-1.376031344439771,-1.162193216159916
b_of_virginica
support_vector_indices_of_virginica
6.5,3.2,5.1,2.0
6.4,2.7,5.3,1.9
5.7,2.5,5.0,2.0
6.0,2.2,5.0,1.5
5.6,2.8,4.9,2.0
6.3,2.7,4.9,1.8
6.2,2.8,4.8,1.8
6.1,3.0,4.9,1.8
6.3,2.8,5.1,1.5
6.1,2.6,5.6,1.4
6.4,3.1,5.5,1.8
6.0,3.0,4.8,1.8
6.9,3.1,5.1,2.3
5.8,2.7,5.1,1.9
6.3,2.5,5.0,1.9
6.5,3.0,5.2,2.0
5.9,3.0,5.1,1.8
6.1,2.9,4.7,1.4
6.7,3.1,4.4,1.4
5.6,3.0,4.5,1.5
6.2,2.2,4.5,1.5
5.9,3.2,4.8,1.8
6.3,2.5,4.9,1.5
6.1,2.8,4.7,1.2
6.6,3.0,4.4,1.4
6.8,2.8,4.8,1.4
6.7,3.0,5.0,1.7
6.0,2.9,4.5,1.5
6.0,2.7,5.1,1.6
5.4,3.0,4.5,1.5
6.0,3.4,4.5,1.6
6.7,3.1,4.7,1.5
6.3,2.3,4.4,1.3
6.1,3.0,4.6,1.4
